sample_index,sample_id,label,class_code,origin_zh,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_csv_path,relative_mat_path,csv_path_sha256,mat_path_sha256,csv_size_bytes,mat_size_bytes,development_csv_sha256,mat_content_sha256
1068,6-2/19,6,SXQ,陕西清涧,6-2,2,19,0,development,6-2/19.csv,6-2/19.mat,ac00812a3176d828411c1c515825680ce9e75c58485b280228e3dbb9f897be0a,295c8a6e451e41e08b56cf19289b2a07d3123471083ecf94c4a543172271c0f1,12030,984275,b4582cbb3c59a5fafbe35aefd32e12c46bea0233f853489ce84e6a5322faf7d5,not_read_in_development
1069,6-2/20,6,SXQ,陕西清涧,6-2,2,20,4,development,6-2/20.csv,6-2/20.mat,307c3d15fa05f231e6ae13ad7d5d3aa5a6836c0453eaec92a8f27c4a124fe572,14b1083ee9bee8983612ab1493c8d48b0d34c2a0d0720eac4cf8228e35d8e240,12028,653074,27f16d51e9f7dc2034d24e67e7fd89fbabb95f12eddcc88bd8e4a4e301b2e1a0,not_read_in_development
1070,6-2/21,6,SXQ,陕西清涧,6-2,2,21,0,development,6-2/21.csv,6-2/21.mat,ffcf5d6c5e7db12140734d9cbd322907db275080e7bb844d963b2fa731bf7c34,85daf07e88084fa19061fe0f285e94e7aadde20890d8f9efb334fcf63434dd43,12022,664942,a27751e1b0b3ab9076f7d8b53f51366bc994058f1469a9564a1a11e78841e282,not_read_in_development
1071,6-2/22,6,SXQ,陕西清涧,6-2,2,22,3,development,6-2/22.csv,6-2/22.mat,cc47e30ca9fcc8479b31389115e616a2726568d50d9b22a13f35053d4bb55cc2,1927cef38f3a6600dfdf1f59a674aeb288ea803fda65611e073221631b09821a,12027,1111331,c54f9eb9fe2108f43fea84f050f1659550813df83a642da63a489bf4a07ee5ab,not_read_in_development
1072,6-2/23,6,SXQ,陕西清涧,6-2,2,23,1,development,6-2/23.csv,6-2/23.mat,616691db4fdca51dc8aa9a5fbebb28c99b53c43f558855f937b21802f22894ef,6569d6a1237dea0532da373c381e0a20bb8ed6173a7447ce5ebf0c77865b3d94,12030,884040,f6908da93fa4021fd46b7531b8d5b4cef168d847b013fe4f82cec8c5025c2d51,not_read_in_development
1074,6-2/25,6,SXQ,陕西清涧,6-2,2,25,0,development,6-2/25.csv,6-2/25.mat,b11b91ba06154c92619dec275a66c4272c7b4ff438451bdead84197b304ef91f,b597061037d4bca8c8dcb017949b9a1e6d9d6b24f76ac4f302ec7edbc72c70d8,12035,893355,c01507585d39689cbc85d06d83a55610cb41da2241a664cf23025ad8001deb63,not_read_in_development
1075,6-2/26,6,SXQ,陕西清涧,6-2,2,26,4,development,6-2/26.csv,6-2/26.mat,7807e8b2342461bc6c063a5faaa96cdaaf9e22f98da66c832da1729e70549034,2a322f02e94701daaabd1ddad19b9f5495508b7cdf035988de620f69a4808ea4,12035,736570,4db3f10944f602fca630477f33696a15b1c6f0c1a27ed99014e2fbc47ae39a95,not_read_in_development
1078,6-2/29,6,SXQ,陕西清涧,6-2,2,29,6,development,6-2/29.csv,6-2/29.mat,eb63d5be3e23b0a8167c18c1fc1db810a18ad270c5ddc5ab869f169ee2d2bdda,8ff25913081c05ad270e593fd4173046a91dc8c979788ce183cb45662927b09a,12037,837745,69962d1bc4852701bcab7110b6d458d6a4e6fea32db08522e67588e1fc3e3b06,not_read_in_development
1079,6-2/30,6,SXQ,陕西清涧,6-2,2,30,2,development,6-2/30.csv,6-2/30.mat,b3f85eb477fff9ff87f2101a0610ebb9c02ad5ec4e1724f229046bb5a1526ebd,dab3b811eccb1157eb78915544e27df8b384aaf5dbd258af7828aa54752627fb,12035,669514,e504b5c1832653c8578de120f717d08a12db04a248d171f8a47dfabeadd4f691,not_read_in_development
1080,6-2/31,6,SXQ,陕西清涧,6-2,2,31,3,development,6-2/31.csv,6-2/31.mat,41e18859ce8d28e683bb226d5a56760ec54343228c752d040f5414ee63debe67,6ec82e366834937a1bf5be80efdffef6761faf191488a277d1221800c23fb056,12037,843746,821b7da89a7e593e084f1acaa874f98ef4e59fd67c4ed75882b93bbab745fe8a,not_read_in_development
1081,6-2/32,6,SXQ,陕西清涧,6-2,2,32,5,development,6-2/32.csv,6-2/32.mat,4c7f13043a8f02602a6218d6dbbcde97bf58db945c7f3d4f1a87fa7bdc41f097,4fc1b85843ab1b27cd7976405173f9ed3c1104ccc2963fecdc1f7e140d2f6d94,12024,1168729,5beb0f60eafc62b93b8d0278ff844a36e8e37b024e31aee9a44795697fff32ae,not_read_in_development
1082,6-2/33,6,SXQ,陕西清涧,6-2,2,33,6,development,6-2/33.csv,6-2/33.mat,57a6cd2bb97b94c41080c2e82a04a445fa7308a96539ff037a1647c95dc48730,3aaa8782226002aadf2fdb711e6c5236ca08c5ab567f300502130ab59dc2637f,12027,766966,2bbc0d87e830817a6981c8e18969febcd7fab86d4de90947ae7e8073164d23bf,not_read_in_development
1083,6-2/34,6,SXQ,陕西清涧,6-2,2,34,2,development,6-2/34.csv,6-2/34.mat,fd9645bce2f81ee63055475ffe8aa6dc0ae07a699ab608516373412f997efa11,a8182ed9a51aea81690d6bff037b8c4e65341d926e93eb8f9c4c0bcda069dca0,12029,1059677,a283fb6478b75c858e5093ebe284da57130e7947cc45816aac05e88774955efd,not_read_in_development
1085,6-2/36,6,SXQ,陕西清涧,6-2,2,36,5,development,6-2/36.csv,6-2/36.mat,ff26717277ad5a3b7aea3e057d67c18accadba0926d7329cd5661c715f91c2b4,08788906b12c6c7f283e1c3f97c23925593fa3f6560ea673c48b0a838d4bf523,12034,869132,fbc9771f5beb18225d528a8c4032604cffdb0d718c66151afaccc7c51df67386,not_read_in_development
1086,6-2/37,6,SXQ,陕西清涧,6-2,2,37,3,development,6-2/37.csv,6-2/37.mat,3ce7aeb4dfc406fe4cea46fb8c8c101b9826187d9024f7cb5c87552bf9199911,75ca9cde1ebcb28b05e2d1b8d245ee4500762457bd079275c582739e5f595fe2,12034,997352,477832fe2bf1fdddce08934f0721e86d94ca845184f9e2cf6e752d505058dbde,not_read_in_development
1087,6-2/38,6,SXQ,陕西清涧,6-2,2,38,6,development,6-2/38.csv,6-2/38.mat,e22498c8cb9a5bcc842b88c7179dfc73fe7b29d004873c1654c14c691d8f99f8,ae45cd5bd582a0739251dcef38e2fd990cee026e5b66fc68dd3b9a2520f2191f,12029,858015,784af6dfcf69963bdef967189d75bd6fb4ce8670a9bc0aa74f30ce71eb9b8ef1,not_read_in_development
1088,6-2/39,6,SXQ,陕西清涧,6-2,2,39,0,development,6-2/39.csv,6-2/39.mat,f3cd19275bd2be30284983bb3abe493c0da54f7e78b47085a1925aaabb5dd8a9,9b0c7af73f7cf793dcf3ce11e10d9da96e88f2e7a9849b5d31f2f8631b86316c,12023,1012414,0e355ddad95b5c882bb0c80b22853632b8a965e7112a8554527ab9b71f4a56b2,not_read_in_development
1089,6-2/40,6,SXQ,陕西清涧,6-2,2,40,2,development,6-2/40.csv,6-2/40.mat,293327ffb1eb93d67c544fb33f355bcfe88e94c223bfd87fc2871bad7ecd4cda,a5c45d3bb78deb2dc65d09963d4cbad780804518d1016912121a1240053af2ba,12031,681111,195a86a3cb58472052e92e9fc80613243b62fa00534d744316fc8d6dfc7d54d7,not_read_in_development
1090,6-2/41,6,SXQ,陕西清涧,6-2,2,41,3,development,6-2/41.csv,6-2/41.mat,154b6439464ef4786308d6c7961123b7a05db7ba09af7fba8e83acd2b658231b,f6ae1db90a57c313ca9adccae0338ea053589df81caffc0e4870aa888f30119f,12027,1142730,decc5736a468cb1ed7ed5b9923f82fe48900973409a62c98a7a94d8bd07f9068,not_read_in_development
1092,6-2/43,6,SXQ,陕西清涧,6-2,2,43,7,development,6-2/43.csv,6-2/43.mat,6a1d9f92ec370d41bfb11cb6399e853ab738573a883a789bf108740c9f61bc16,c7d8911eb2e9a293ebcd11017816c5d7b9518e3751287808e38ae050b3b921f1,12025,985149,e69c7c6b2abe3cbe5c349f7f74a051b1e27ed1706d2197d0d0492b6a20e49b08,not_read_in_development
1093,6-2/44,6,SXQ,陕西清涧,6-2,2,44,4,development,6-2/44.csv,6-2/44.mat,27dc478cb8c8a801746f357c546b37cd9ad0b304c2734a86900da74e84cdd726,f2840b172de57b74d86947249fbce2b6892d4ce88a161cd38c39217bc4c3da0a,12031,1367070,a5802ecb104ecd03be709c802854cdf509b75421ff2b917e806e03ed89cfb53e,not_read_in_development
1095,6-2/46,6,SXQ,陕西清涧,6-2,2,46,2,development,6-2/46.csv,6-2/46.mat,256a2c59195c73808962349603ae823b20743dbadbdcb71c2000677bd391ee94,a5e866d06b503c1dc6eb39f4d7faedf1b146d5dd0c3c2aaf87aed688ce90780c,12036,503871,7d67e6cc37bf413803d762c83b31c0d36c55cee61114ab6b833befa0cbe71cee,not_read_in_development
1097,6-2/48,6,SXQ,陕西清涧,6-2,2,48,5,development,6-2/48.csv,6-2/48.mat,48e21f3f2198bd4be1202ff2b6f0c1c6f14d40c51ee919d5e823935ce4bbed27,2158492ed73647c9cace4130fba473f028a675d2f8b53999365af6f37568482d,12032,797488,ef2b6ac71fdc52a2718cba3106746bfcaa1c71fdba50f752738c1389876e0a83,not_read_in_development
1099,6-2/50,6,SXQ,陕西清涧,6-2,2,50,5,development,6-2/50.csv,6-2/50.mat,118e5d9a8f10d3e9b67ebd7025ecd6f8c69cc70a91dfbee878b15eeb99f2cd2c,c67c3ef10ec54bf4c7b5802874bb0aafa16b63b1389f62b36a7537715f36fb71,12016,1019256,94612965881393e37111cf74030b893b2b9168a08f2cf67bbd24d3ead79db32e,not_read_in_development
1100,6-2/51,6,SXQ,陕西清涧,6-2,2,51,5,development,6-2/51.csv,6-2/51.mat,d5d4fc71d2ea04201a91f8be3880697ed41ec05c9dce68d3f8b52b58d095110f,e9f8017195acf73d5041bd9cc1b57dc93d21bc740f0a30daf051531b3db2f759,12031,1100137,70df5b0f3ca0cacb2c8279560779774be88e4970486c0387cf05d124457dc27c,not_read_in_development
1101,6-2/52,6,SXQ,陕西清涧,6-2,2,52,7,development,6-2/52.csv,6-2/52.mat,f69a42de4cc9d1d0b81bd8a27e8bc509bb05bb06a22f843a748bdcbb5f542517,159e06e3086a1d9afd7fb779e24377dcd26d28be0dd05c27b938a73bed7a1fc9,12030,1034336,00d2efe796d33783f97c6416d821e869a7e72ea587048db805dae246bdcffeda,not_read_in_development
1103,6-2/54,6,SXQ,陕西清涧,6-2,2,54,7,development,6-2/54.csv,6-2/54.mat,d2242772de5301ed0188f1c3fda3745c8cd4395a49a122f2387241a13b983d1e,4101028d901f419358ef5af14f3aba9c2b2a9146d6f4b0b2cac0a4b211d064a6,12010,786500,8f7e49882cb729edbe4a96bc0604b6fa262cafc80487e1552ef4c521da36fa3d,not_read_in_development
1104,6-2/55,6,SXQ,陕西清涧,6-2,2,55,4,development,6-2/55.csv,6-2/55.mat,0540abee77ebc0627cd24940407e596f231d99b45c91a7c018f39277556eba82,8bcace3d98cad65da0f196da582aa39f448c0db6579f78ec5cbb1c1afb596234,12016,940372,1fce2424d5917f06b411711b637f4d20bf576faf9dd72a482d5fd4940cee2a9a,not_read_in_development
1105,6-2/56,6,SXQ,陕西清涧,6-2,2,56,7,development,6-2/56.csv,6-2/56.mat,106fb562b99664a374a742c6fe2f38e39eae0b7f06bedd7d5df300ce4348c064,7cb5560fb7bb2a60dc8ff8f7e3eac0b6c4c6d782a7175699581d59d9c02dfcc3,12034,885558,743b50bc96e22404fb9dad7fdfb7f3b2ad18e4b2df8a1a6d7537556b9d7ec3f8,not_read_in_development
1106,6-2/57,6,SXQ,陕西清涧,6-2,2,57,1,development,6-2/57.csv,6-2/57.mat,3cfb7108a331d584dd4d86ad4d1f922c66884813d66e287181794f06c889e5d6,e420b36a31f1f3932e7b9def3b575f92df01b882317805f765dcb0efffee5dde,12036,679174,44208cc5247c4df56de2394a6f8c29e481582c55120c07cc59d3b28d9211194b,not_read_in_development
1107,6-2/58,6,SXQ,陕西清涧,6-2,2,58,7,development,6-2/58.csv,6-2/58.mat,9945ecb167c7833b488a4755a930e842850516d2f0be34b8b5b667ac06e314c5,5016219b49aa06d673a8de0f5593f2511349f731618ce32e68918f8251ffb1c1,12033,837940,22e2cd9ce9edf3241e25b61bc5521d8703fbb35c3b39920d40f3feedff055afc,not_read_in_development
1108,6-2/59,6,SXQ,陕西清涧,6-2,2,59,5,development,6-2/59.csv,6-2/59.mat,391305ee656707a33eca06899462112bb55fdb91dfd17460b66361b68c5349a2,e64d4ed79d6b5ca47ee12db1b24f46a212dba4215911d0676e684d2cf5d5c438,12031,877519,431c80cc4212ef94b7394d2a6550a1a6e2e2e31c2250edb590c0f27677650bc3,not_read_in_development
1109,6-2/60,6,SXQ,陕西清涧,6-2,2,60,3,development,6-2/60.csv,6-2/60.mat,6f26bdec2ef481d4ae47214ed6ebe1a4958e064155b9fd937c119014d6b73154,e2e72bb9a50075b4b2fd3137686ed49c6b0734d2b0025d8f14c433091c8d3012,12031,791209,1f79258a111510c5011b4cd05cb4efa74fedcde7a2cbc68ec74864bcfb0e9d57,not_read_in_development
1110,6-2/61,6,SXQ,陕西清涧,6-2,2,61,6,development,6-2/61.csv,6-2/61.mat,567657d4f0f10d7378417260aa8998eda76b4ecb98fce47bbbb847e85ff3eb96,aca6cfacc50ebd557a04e3c5d373f056c272fbdb7c22366c72389eb8db8ba2fc,12034,934050,5d4a29aa42e1485d81fb9515fad65892b80fba86ec8a482b221a2306665e0ade,not_read_in_development
1111,6-2/62,6,SXQ,陕西清涧,6-2,2,62,4,development,6-2/62.csv,6-2/62.mat,144d7da814ab933cb5db3d8d1b4eb2fb91db2f86c802f227bb15246e2e2f3c02,56daabebd1bc6290df7af53f6031af4ebacba8842c4899464d243efdc471fb30,12019,1012072,bc0f37c87ce8bc5c6e8e3b8afff72d0fcd9726b278662e8eb01878ce30645384,not_read_in_development
1112,6-2/63,6,SXQ,陕西清涧,6-2,2,63,7,development,6-2/63.csv,6-2/63.mat,55933dd1c114449ff043ad22a8c8c57f0a575c690b26287625ecc8787bc5e4f5,3726c58cff6d54f2b3b1ccd0e11992afd261fb7ebaa7573f95744ed14e93d127,12029,1144044,a1660c7846cf7d0f3340224b51d5b8ef26d3471dcea1992433d9992a0494f5e0,not_read_in_development
1113,6-2/64,6,SXQ,陕西清涧,6-2,2,64,2,development,6-2/64.csv,6-2/64.mat,432ea2525854e7ef8d1c2e6ec875daca381d9a75f98c393500d2efbb68463e5b,dd60e6ad2081ed168b7f3fa0dbf199c8d7021b722b2aebb84cbae2e7cf3add85,12034,934627,599ee9c331504ddaeef0983096b8d44602e16a2a0e360b3c6b99666bec004505,not_read_in_development
1114,6-2/65,6,SXQ,陕西清涧,6-2,2,65,5,development,6-2/65.csv,6-2/65.mat,6d360b244856b4508b7b7178610b55e48d1bfb67194c18a4f4d5f9a0a589462a,e1a54b187b1b65225ff3e841cd085c5c975bc96af5f1a7992523946024bde377,12020,1004158,975d111661fb02b357503b2174b3189c610be0a95d7aaf058b5f7ca76a848717,not_read_in_development
1115,6-2/66,6,SXQ,陕西清涧,6-2,2,66,1,development,6-2/66.csv,6-2/66.mat,f00887fec877b86f98ae3dd1aa531c1098b3cf16b9273ca788a8ecac5b84a9a7,4c22ae9961483601f4f1ca6f2bcae5821d45419ef8b7271c758dff1563eea62f,12026,813443,3802de4643279283f67137e1914fde6f90ab8d8df44663cadbbdd310e2ca4ed8,not_read_in_development
1116,6-2/67,6,SXQ,陕西清涧,6-2,2,67,6,development,6-2/67.csv,6-2/67.mat,bc81fb6298be1e33f910a55caaf2c29ab981b32d0d2b11f0c6902cd43ba1b6d2,a5c14812e83f1eda6c4990a07d3ebb888b30bd56584269eada854b7702bbda1a,12031,936864,24170abb8f336d607d8e3b910c229ca346ca8b9e4215d226f80d40caba955ad0,not_read_in_development
1117,6-2/68,6,SXQ,陕西清涧,6-2,2,68,3,development,6-2/68.csv,6-2/68.mat,9523843d01975663b116e30fb2037bff4abfdb5a89e7a75fd7d8bb3475216780,639264f30a27218fbeb289d507c4d15fb6a4aca88a63e7f2d26847183513d4de,12026,665725,9dc3f6db0cf1264cedecdcc51bb80c912f70998a231a1e91011a70e01ec41e29,not_read_in_development
1118,6-2/69,6,SXQ,陕西清涧,6-2,2,69,2,development,6-2/69.csv,6-2/69.mat,61dd3301a581f75f2615f1ba92efaf904fd976b00f255f58d64ccc5601395c8d,30022b2b3996f33eb81b09c0dba7436e3591329c468c6b3844d75547962dc8e0,12037,762755,f5dce3d2179c8d937465ce202a5269e9a1021f099b498b932ec489ccb59a16e3,not_read_in_development
1119,6-2/70,6,SXQ,陕西清涧,6-2,2,70,1,development,6-2/70.csv,6-2/70.mat,4fd10c3ca1d1343fcf691fb137304488135129c8da2ceff6c8d30561d9738e0b,24169a09d8e4ecc04243ec993e45449813edea9366a465d575a37d41e4c3ab1c,12032,876274,60f12526d62638cd0052a145dc47d1ee17f9fc750217af48bfb7b4f5829d4637,not_read_in_development
1120,6-2/71,6,SXQ,陕西清涧,6-2,2,71,0,development,6-2/71.csv,6-2/71.mat,d76e2b03920889041ba6c2dd76e3b2784e8ad2737fc49d5fd8f8cfdc240e5950,040f2050b35ad0cdf25c0e819347d02f2e9339320b4621ab47e8c237e01b45ad,12031,967418,d921a56e89263bb966fbc5481db85d19882a5e7b969ce5e0c74b93b60d823d65,not_read_in_development
1121,6-2/72,6,SXQ,陕西清涧,6-2,2,72,2,development,6-2/72.csv,6-2/72.mat,1fb07f639cff0244e8fe41cb00378d6a948f2b740615167ff1c6488b86f059bb,176b7525aa1856e5022df9114ea3c19f00aa2fc74c306ca0fdaed25ef0244240,12027,899318,e640ac77170cd8f21b797feadea8726963c89a431472a9b02bbbe0ae4de68ea0,not_read_in_development
1123,6-2/74,6,SXQ,陕西清涧,6-2,2,74,0,development,6-2/74.csv,6-2/74.mat,d5a8f1e544eb986c2e46469511672999e19272f2afca0472e322339a3c383b41,4bb966bdc93fc4d4cf38a62fb422d448802061ff1bcd40b032765a78feda2e37,12025,831567,741e3a6b275d708a0d2ead3690e3535eaf70a9450adc5b4d56b6127435890b14,not_read_in_development
1124,6-2/75,6,SXQ,陕西清涧,6-2,2,75,1,development,6-2/75.csv,6-2/75.mat,172b918689289d22913f9de4c37183852d5f3fac4788dc94c98888ea64efe6a0,266a8195d3035924457b6f4e438a8a3335a7d29ab18724531d13d6ee8314adf6,12035,970479,cc84a55878e12b214b8ccf0af0ed2d0519c652b57b67d10f675a493b290177d5,not_read_in_development
1125,6-2/76,6,SXQ,陕西清涧,6-2,2,76,0,development,6-2/76.csv,6-2/76.mat,38be68808e2f86a441baad97391273c186edc33f7af92b10634927d2cf016c7a,084157986b901175d6d99e89b046b6ae91080bd2f81839f845e80c534dcfc5cf,12025,858652,26f09386a331a73b660ec2b198449c41e6802eb40c221f771a8bf2c646566106,not_read_in_development
1126,6-2/77,6,SXQ,陕西清涧,6-2,2,77,6,development,6-2/77.csv,6-2/77.mat,5003c13c2acb18f4da5f9041f49ad030c98ba029dfa8db97aadc375606d3174d,0f2ed29f14393196de39f12fa7394a40605215905426ac804fb509db79c8fb84,12032,1161502,1121c62c51751de51d8a809cc79baeae373d4c032bb4361e89b4182e980697a6,not_read_in_development
1127,6-2/78,6,SXQ,陕西清涧,6-2,2,78,7,development,6-2/78.csv,6-2/78.mat,4bf03c4863b13863b0c50e9dde7745014c9be8de9e71dca65bd39fcced06fadb,800716cde351d1700a72f871822bd9b0181ccc2bdc85a59d2bdb1b2bc0f5b60a,12026,756534,68219fec786ea0e1d13e1d4898700b351231487a44dfaae6d60b9b457233fcdf,not_read_in_development
1128,6-2/79,6,SXQ,陕西清涧,6-2,2,79,3,development,6-2/79.csv,6-2/79.mat,81f55698b500a45e614a7ed049d810906f3ceedf75f58905ace78933b917e6b8,fe4698b5771da79ab74955ba9443a3674d58183b010933c116bff6d08ac7dc05,12023,963775,10f0be59cd3da9764b33128750ae78f7135da722973df92cbc53529b80396702,not_read_in_development
1129,6-2/80,6,SXQ,陕西清涧,6-2,2,80,6,development,6-2/80.csv,6-2/80.mat,265c57e4c449841fd6cb28fb0b344ca6781a0b0f7da31804afa55ea7babe3cc2,fd0be6fec8e386b0908d651ff6a0c48662221a16d983a6ed62cdc9b9758267c1,12029,510980,24ba06884259104deee3352adf25a10ffd6bab0b4250d1ff810c2e703e6f6e89,not_read_in_development
1131,7-1/2,7,XJH,新疆和田,7-1,1,2,6,development,7-1/2.csv,7-1/2.mat,4a9ee2af5fe5984db5bbcc4d28af131df2b3282b31d14d8d4b6982fa56d40677,bc42875ea461a9bdbb9b97e27e5737d1a0b5f00c17517371ce29790f1a0a7af6,12034,1051863,92148e8075aec626157f7476480f4a3d4f2374a64fd9582f4ae9ed505df07228,not_read_in_development
1132,7-1/3,7,XJH,新疆和田,7-1,1,3,3,development,7-1/3.csv,7-1/3.mat,bc5225641f8dae37fe1ba891755e1e5af0afd6e6416bf11286380eda958e2b79,cdfd940762f60f75332c8d7b90113c5156af425a8361e59c1611930d4512ebc9,12032,959712,51ff87587ee6d172cb25bf3c7803baadcf819025e40559abe6636eaa7f2e13fa,not_read_in_development
1133,7-1/4,7,XJH,新疆和田,7-1,1,4,2,development,7-1/4.csv,7-1/4.mat,248ce9ca9f4045af02cddb0011693f6809be95d11d3752235e301c25f45cd034,16900a75711f0b6b69f6fce0f9a5be7d98efb4aef4bd50f5f049273f8ab0567a,12030,1154901,e0eb9641aba0584f4fbf2afe09266848d5089ea6abafd8cd35a778beff280719,not_read_in_development
1134,7-1/5,7,XJH,新疆和田,7-1,1,5,3,development,7-1/5.csv,7-1/5.mat,5989b8303676dba98079e43320ef6a5945c0d8bfb358b8b70a51d6ba72632164,c9a4c01e732182c6bbf03d5ad7a442a4cef97404a7c7977b09dbf65ee6191147,12035,819107,f234e32d6f792604b2f450fb621f443b7ed81d60ec8684922b907b52e486724b,not_read_in_development
1135,7-1/6,7,XJH,新疆和田,7-1,1,6,5,development,7-1/6.csv,7-1/6.mat,ab26810eb28bda78734561ecfada51eb625e799adc8eeeec6e975c8800188bf5,a850138917ea284e9571c8a42ed284dad30f2151a31d37c41a8a5020f965921a,12021,918951,9e868b87017fe5060425f7aab37955486b20ab75f5f385544e9ce090b8d33355,not_read_in_development
1136,7-1/7,7,XJH,新疆和田,7-1,1,7,0,development,7-1/7.csv,7-1/7.mat,c0d238cfcf2531a3ee56d37b4d56b953c2f14862ada4a06f3484428575de0219,fd17f5665eaf241083f6eff2d0d2dc972d9a73055a9b716fa2aadcf428c6d3d9,12033,1111154,557cb1655cdb97288a76f0374c3aa6d4b23b557f88065283cdaf676f4c526198,not_read_in_development
1139,7-1/10,7,XJH,新疆和田,7-1,1,10,7,development,7-1/10.csv,7-1/10.mat,08af0e05d2e3c3b4c38d7a253d76163daa11212824aad3b8689178419f48a940,8464c3584cb5c42930638fea11d72ad35d7db8d52d2eb28151b0da672913656c,12030,931532,eafc66a566985428cd282c102d2fc4850c5d62c6bec65ee836c9f6b9b9decc33,not_read_in_development
1140,7-1/11,7,XJH,新疆和田,7-1,1,11,7,development,7-1/11.csv,7-1/11.mat,98996451123533994bf6b52347113502978ef9ea1ed345b2c57a560be6f1a982,adb20793be6491e844153ba863bf8588e312fa8b2fdfd7f46bad0682b622ebf4,12023,1002779,400e75ce3b7f888331b5c053e34fd35efd85b2b5cf98f748123bdd46b02b4148,not_read_in_development
1142,7-1/13,7,XJH,新疆和田,7-1,1,13,1,development,7-1/13.csv,7-1/13.mat,06a676b7eba3fdc89c6dc08b8e6502ff4a9b640fdbe377f7e601f95d3050952c,e15113685497d241d4ea153345e195cc37653122ae3f0e8920a9a8281699b5b5,12016,847180,71b8abb0688667eee01bb0c9f2a99c2f41c4254c3a635a0c5788a35e4a1d7b1d,not_read_in_development
1143,7-1/14,7,XJH,新疆和田,7-1,1,14,2,development,7-1/14.csv,7-1/14.mat,5c1fb526e2c918b7f3557c105c325d7c49449867096358278879101f8a3c9b21,dc9c4100f3c3ae2883586253cb3393c5e1632401ea4a27d49bb22aa19ee771cf,12016,1236333,1322028458bf337bbcebe25fc52a170b59889d94bfbf040768defc3ea0a2c712,not_read_in_development
1144,7-1/15,7,XJH,新疆和田,7-1,1,15,1,development,7-1/15.csv,7-1/15.mat,ac4e806e8f6f77e8f84a7663354df5f4a7a1450b886eeaa06b480ab85ea93237,e5f4bd229b623d80cdc74963911da60fdd980b21707b8f3f971dd511beec5f17,12021,887230,dbe749f1f7527dc5c1db1af0321762af1d683f7f5eade9e0825fc9d6474fa64e,not_read_in_development
1146,7-1/17,7,XJH,新疆和田,7-1,1,17,4,development,7-1/17.csv,7-1/17.mat,8e0d32dcf8c1a5075b631809eaaed3fe20045167b39d3be3d0bf4c35b3182ae4,052f0c4d174aae063d8d5631ff99cc6d2e834dc262a36ff33921f9639ad7e74b,12034,877590,acd8d26bdf374ad859303b32e2cdadace8a7832dea3cd4d96b62461fb26d609e,not_read_in_development
1147,7-1/18,7,XJH,新疆和田,7-1,1,18,4,development,7-1/18.csv,7-1/18.mat,9590385adaffaf7fc74ba4b1ff85a3cd786d4d1db248afaf0d61ca8f1d0d216c,1f5295cf930d28663ccfe8d9dd175951952817e5791b3c80c9202351f5d96494,12024,1196254,d7ec6ae97fa064001a2b28a2887ef0f3c5701430bd9049ab70027bd37ed1597a,not_read_in_development
1148,7-1/19,7,XJH,新疆和田,7-1,1,19,4,development,7-1/19.csv,7-1/19.mat,7728fac86e664b8bf06505b84a562a48f2a5329bd5b33d980a27e622e36c5d06,6abdc5f2f74b4478234a9628a55d814c1e9c90cd18bf727b62a40057ad7a079a,12039,1083857,fcdd7db45c6211f7035a311f961455a3cd38eaaa4450f7b595e95233dfafc566,not_read_in_development
1149,7-1/20,7,XJH,新疆和田,7-1,1,20,1,development,7-1/20.csv,7-1/20.mat,fc4101c7ba7672724266b06c64a48a04ee908e19e8d95b760ea1d95db0ffe3c3,7001520b2a529ee6b2fa9244228f37e4124885cc8f707e27d4e32b5eca7d073a,12027,839230,c360d9c75a72b1bb05fd9423b8215a9b1ea1cda6520aab5bc549c8c0ecef45a9,not_read_in_development
1150,7-1/21,7,XJH,新疆和田,7-1,1,21,3,development,7-1/21.csv,7-1/21.mat,88a1a9ca5979b56355c58a5f7fa9f4c960aa162ed003d852aeca631d0c768e50,94ec76ca0e12a04a14facfea77cb3e32a783297e50ee4584c0ba5547c4e262d0,12021,1290565,cb56bd22f77291e88bbd8c290353a10c0003dea8dfade1ac46ccf83c9fb0f716,not_read_in_development
1156,7-1/27,7,XJH,新疆和田,7-1,1,27,0,development,7-1/27.csv,7-1/27.mat,9cf8ea96315bb88ef29477f02f94487891c81d7e86c04096019546aa5fb7c33a,d652b50c87684898c2f11af3fec1f53006db0e4b590f965c17a9345de90c7b9d,12025,997113,f61a4b35358e89b6912a0d111eb5659c9398958ae30185b84996a9be37c34395,not_read_in_development
1157,7-1/28,7,XJH,新疆和田,7-1,1,28,3,development,7-1/28.csv,7-1/28.mat,43c691e4e83cf4a751cfa69917a087039501411c8f3c72f45dd29f84ba7bba4c,93e51e90c8d806ead7d2e6b075c3cd027d07526654ea2c47416e92e7e703364e,12030,1040653,7405ab547d6049b1051d5f6ff92a4abdbc43358e62e4fca1999a9e7282b9b826,not_read_in_development
1158,7-1/29,7,XJH,新疆和田,7-1,1,29,3,development,7-1/29.csv,7-1/29.mat,365232531170b0297d206108216dec6e1276ea3c290e6ebab2f20d516b02e21d,50c74f0a895f642d37314aee2dea957ddc8c4c9054d3211aac9d9faa7c125b38,12028,860949,9667bb66d4c360401d4a6f3a224e0d1427410173660942927f8ee4ad46080d87,not_read_in_development
