sample_index,sample_id,label,class_code,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_mat_path,mat_path_sha256,mat_size_bytes,foreground_pixels,inner_pixels,outer_pixels,foreground_std_features,foreground_iqr_features,radial_features,morphology_features,extracted_mat_feature_sha256,mat_content_sha256
926,5-2/37,5,SXD,5-2,2,37,7,development,5-2/37.mat,5740562f1f5f02352d2a066afe0cbe17d7a00e362189e957b79b636032eccec6,536412,176,86,90,392,392,392,5,a7ff74461f2c1a1f4640ac84dcaeac2f097810d7117b58f42ba0e522b159777c,not_computed_in_blind_development
927,5-2/38,5,SXD,5-2,2,38,5,development,5-2/38.mat,9cd7b394f05b94c0d7bb464bdd7b2aedf3ebb8f9d48eddd10355cd48214d0c0c,686196,232,110,122,392,392,392,5,2b93a12665edf4af2db2264541c1d53497cd7f982a57ae2714b09dfd52b0d8cd,not_computed_in_blind_development
928,5-2/39,5,SXD,5-2,2,39,4,development,5-2/39.mat,ed0ef42c4f4992a5f005443adaf9a555848199278e6efd0ef3047f2b151f0f0e,594152,197,86,111,392,392,392,5,e01604df45db699c9914ae2e5831393b4d3a727f5051e93d1155f06b9d2f12d8,not_computed_in_blind_development
931,5-2/42,5,SXD,5-2,2,42,7,development,5-2/42.mat,a7755a0bd20776b5ac88c15cd73d8fe018858ea04f721b4563422bb5c7de7585,911890,310,153,157,392,392,392,5,fb309e69859819ae7b9089cd4b80f9e5254c3ce813e3a935f45bbd6f44339529,not_computed_in_blind_development
932,5-2/43,5,SXD,5-2,2,43,6,development,5-2/43.mat,4cee1783aedbc3a55e003b163635d2569fc8fb3d65d304aaef703b821c52e139,1065642,370,167,203,392,392,392,5,96a3186285d3ac28bf704d48d962cc681e39840461e80f442ca7adf2b60ad19f,not_computed_in_blind_development
934,5-2/45,5,SXD,5-2,2,45,0,development,5-2/45.mat,0a24a4558ec39b97da6100a6d0ef13f20d4b72e4a1124e8fd7f161cf7c81cf51,786002,265,128,137,392,392,392,5,ece1bce1a9bad75349518299875b55e97edafbb759e620aacfc5bdca622c55c3,not_computed_in_blind_development
936,5-2/47,5,SXD,5-2,2,47,1,development,5-2/47.mat,774e2e0f4fc255386d081dba4afd5e111d9ef298ab56225d336f7b7385b80344,896998,309,154,155,392,392,392,5,006593fc1769fbd850ce091dafead5daf0713955ef434eaff9275d8d7dd8827c,not_computed_in_blind_development
937,5-2/48,5,SXD,5-2,2,48,1,development,5-2/48.mat,cc82e0b9c84fd58d2b7dde65b99702ba36c77e234f8bdd4edd95366857af47ef,655322,218,100,118,392,392,392,5,f20b215e4ec5ab3867f71e883a902eeccdfb67ac45cc772822520c20fe46eb09,not_computed_in_blind_development
938,5-2/49,5,SXD,5-2,2,49,2,development,5-2/49.mat,8de46c2971464d593f2e6008f1bb74c269a53063cb0ab0d07ef20b121acdf9ed,721331,244,118,126,392,392,392,5,88af4608d820d85ae61ac9071a520162db60f54222d6fd545a7c3f358f819a49,not_computed_in_blind_development
939,5-2/50,5,SXD,5-2,2,50,4,development,5-2/50.mat,08d3af2296fda55283db29099224a75982ec223b2a60bc44df7871c0f780a4b7,757767,258,127,131,392,392,392,5,57659e94854d2500700b296a61e723c3a1a5b99a9fb8117efe722114f445e08d,not_computed_in_blind_development
940,5-2/51,5,SXD,5-2,2,51,2,development,5-2/51.mat,12c1af4b95b2bb30f57427ece65436eedada9356f5b22929303895cf344db6a2,802532,273,130,143,392,392,392,5,988d1342bd8c7af40ee52c4fc2a437a0205a9d9ad8da697fbce7c3fb33375076,not_computed_in_blind_development
941,5-2/52,5,SXD,5-2,2,52,6,development,5-2/52.mat,64361477a1e8207dc54f638ffd849c0faa91d1f8a3b0eff0b147e31dda920caa,672503,223,103,120,392,392,392,5,98d9a75f49aad2b73d0b40d29c311e8281e97226992c300dde4b6a8f5addacf4,not_computed_in_blind_development
943,5-2/54,5,SXD,5-2,2,54,7,development,5-2/54.mat,ce04c7c4cf78612e7e59ce3b7511a89821dd6d2ecf849eee2dc3be11abf16a51,860891,295,143,152,392,392,392,5,e638049c445a7f68db89f0485b44b9a9f05df977833d36137e437e8132b63b53,not_computed_in_blind_development
944,5-2/55,5,SXD,5-2,2,55,0,development,5-2/55.mat,64caf732c2f601134453e15d38f7934423b49a023b1a0cf26ee88ccef65e5816,956457,331,157,174,392,392,392,5,82408ecc74688fcbbdf70f4c5a9a1e84d14a78073c9a96c52a93716fd68db142,not_computed_in_blind_development
945,5-2/56,5,SXD,5-2,2,56,3,development,5-2/56.mat,54b51bd8b135e128fdd518c79742980b5ea3a306a0efe5d978f348d9288e0984,667819,224,104,120,392,392,392,5,9592ee288d5b5d096f6558e0179a0037dd4c6ebba60289cffc65caaa6dac078a,not_computed_in_blind_development
946,5-2/57,5,SXD,5-2,2,57,0,development,5-2/57.mat,35b9b54799f335dd923ea65e7626fa4b924aab281950545f08ddfa68954a29c1,784706,267,126,141,392,392,392,5,c58f12f427090d4d1f32d0ff201907e23c0a3a49d5c11c3aad8b37b54b5ec3cd,not_computed_in_blind_development
947,5-2/58,5,SXD,5-2,2,58,5,development,5-2/58.mat,7e213de49ba4247438ed6c785f9260cd8e42cb506413a062d124822096214c13,573140,188,80,108,392,392,392,5,5942ae5afcc1174114a725d02eed64f899c37d5ad99f99b282c8ba1cdd27657d,not_computed_in_blind_development
948,5-2/59,5,SXD,5-2,2,59,2,development,5-2/59.mat,fc97428150924d3b55b50cdfbbf2db9f51a20bebef19c77ad7d2bbae3845e7c3,638135,214,92,122,392,392,392,5,3214a31b9d920108cd06db35be01acb07c65eb26f0af9142545ad43d9f0a7a78,not_computed_in_blind_development
951,5-2/62,5,SXD,5-2,2,62,4,development,5-2/62.mat,1993af9003f839f46e79bbd01a40a63865dde88ab712d1bdea1b5f961dcb0c29,1004064,346,168,178,392,392,392,5,65373ecfd17c10005d1694907038971ce5a0842f429aa889cd54dde2cd8d4358,not_computed_in_blind_development
955,5-2/66,5,SXD,5-2,2,66,6,development,5-2/66.mat,9a2aedab20c384642017324a68640f14bffd9fbac08b7762c40c5edb032606f2,906131,310,154,156,392,392,392,5,a2674333921e755932cdd74979d765ff01838c7c78b71e0d06e552204dc14d6d,not_computed_in_blind_development
956,5-2/67,5,SXD,5-2,2,67,3,development,5-2/67.mat,e6ad964e04da5d27c0e6c3687aea032b5db2c6c598bb5979e6702920adada144,632752,211,96,115,392,392,392,5,91c9142604d9913c69c34e32b6f7d584a9a57bdcc7e7984bbb98cc6e9cd7ed8c,not_computed_in_blind_development
957,5-2/68,5,SXD,5-2,2,68,5,development,5-2/68.mat,21f9e6f4f0ef6306626614df45db563fc257f237c047f28850528e49a08e1465,783656,265,123,142,392,392,392,5,1556751e848c41d2651f1130c604df04607c57eee7a93212ea03ffb92f7a3e13,not_computed_in_blind_development
958,5-2/69,5,SXD,5-2,2,69,4,development,5-2/69.mat,156f1ea97ef0dae25dcc39363135a17461e109927dba0a35a768e9c82c4d9745,834954,288,140,148,392,392,392,5,b51f6ed7c4d967624ab438b92fe9d152aee5f609b1b16007722e970aa3347614,not_computed_in_blind_development
959,5-2/70,5,SXD,5-2,2,70,0,development,5-2/70.mat,90b6fd2029573232fc02a498156262ce4cf89cce28d0fc124531b9a7ce970c17,516323,169,77,92,392,392,392,5,f47164dc2935fbea9aa60ef37fc55a8261f38bc92d15fdc8d86cc048b01eadf0,not_computed_in_blind_development
960,5-2/71,5,SXD,5-2,2,71,3,development,5-2/71.mat,98e02c5f23d46badc73972f297b40e5ee5fd7fe99a4e8c81b515c2241ce6c95f,969486,332,159,173,392,392,392,5,944cd2360cbf5dcf6134deea144891ccad2f20b662e177abec8a0a8a320ffba9,not_computed_in_blind_development
962,5-2/73,5,SXD,5-2,2,73,4,development,5-2/73.mat,a9228c14a974d0a666c577cc9af6dc28863d0e823f6e021c01eb784ec0314ad2,535946,174,77,97,392,392,392,5,a9fd7bbc639e9ae36e56caad0dac7b4bbe75894cabd2ead5e0d35ddd956606ec,not_computed_in_blind_development
963,5-2/74,5,SXD,5-2,2,74,7,development,5-2/74.mat,eb2ebbc2234e8ef33062ff89e5bed207c70d2c3743057d0db26f2f1575da8489,1029167,353,172,181,392,392,392,5,678c8d1b9fb0770458960c9c4bac1f00a46f0c9f5174760b318c99b1687f5e2e,not_computed_in_blind_development
964,5-2/75,5,SXD,5-2,2,75,6,development,5-2/75.mat,0891380e7e630de266e627da3d1dc1ff08048e8932b80c5f88a6422a5da37b59,959634,329,160,169,392,392,392,5,50981badf74951d0502756af109e296382882dc3b38db35596b632ec63d5cc6e,not_computed_in_blind_development
965,5-2/76,5,SXD,5-2,2,76,5,development,5-2/76.mat,0e48d14fbd20b66694062a2f3e4e495b264e3e4cf656bbcedb93431253182a1a,739590,249,121,128,392,392,392,5,731887340a00bf589053803b244da43ceaf35d620457e4a78fb510227fa4feb4,not_computed_in_blind_development
966,5-2/77,5,SXD,5-2,2,77,1,development,5-2/77.mat,cac5819400938c6251fddf9fc9636ca87bf352d8a3df5500152334c56f024adb,510716,165,76,89,392,392,392,5,b52b75de3963cffbbd75bb0ad222e1cc92ccd744861e4570ea014549cde84cf3,not_computed_in_blind_development
967,5-2/78,5,SXD,5-2,2,78,5,development,5-2/78.mat,1755d7475711935d41f142ad9e1617fefee0060eaaf80318d16e0846fdd4d308,599387,198,91,107,392,392,392,5,ea2f069d7dbc5fd1c44f9dd93b6ee7694d05dbb0270558d7c769080ce4fb6bee,not_computed_in_blind_development
968,5-2/79,5,SXD,5-2,2,79,1,development,5-2/79.mat,82637deaeadc8bf623eebf0d3da239301cd1f3c2923bce0e4f16cdd6fcf2af5d,815275,278,132,146,392,392,392,5,0bbf751b7144844d14a09d608dd9e6d169d482f805f8900edd8b481779e1c63a,not_computed_in_blind_development
969,5-2/80,5,SXD,5-2,2,80,3,development,5-2/80.mat,9c21af27b6388cdd76105fae1b1b080a15c837fec50ac084e2209ff821a88cbf,571298,188,81,107,392,392,392,5,33e846d9edcce4440da9683abbd7f95d739d8c549f51dcdddb5ac5a86c5e5fcd,not_computed_in_blind_development
970,6-1/1,6,SXQ,6-1,1,1,7,development,6-1/1.mat,4942691b46e8e0fa2bfa2a1b527475758440755316612697a31eb37d2db7b247,1177828,410,195,215,392,392,392,5,39afd3c7216f200b1e0c859fea31d82c54263cfe9a5355cb704aefc037d55323,not_computed_in_blind_development
971,6-1/2,6,SXQ,6-1,1,2,6,development,6-1/2.mat,14fbef5af20caef53df24f06c19519dfa4076b00e115a1c0a2ea952f9e1a106d,973798,333,160,173,392,392,392,5,0ee03390a2b7393bf5a4df94c4c8c257e64f82502b4db4f0288957d499b4150e,not_computed_in_blind_development
972,6-1/3,6,SXQ,6-1,1,3,0,development,6-1/3.mat,f4636fc20d16ab4f8e7c602e683d957936a8a46f6a6147f7ba96c592e011a540,991427,338,161,177,392,392,392,5,ca6ecd942222deba38b03ed6606877233358e1909c0c6296ca5124a899747a45,not_computed_in_blind_development
973,6-1/4,6,SXQ,6-1,1,4,5,development,6-1/4.mat,296def622905c4b6726397beee37410929480a6440b99e10148131331c9fea71,781989,267,131,136,392,392,392,5,4a01b5d64e35b5d1b02733d1c162116ea4b90f70af18a1843426cb80e430f38c,not_computed_in_blind_development
974,6-1/5,6,SXQ,6-1,1,5,3,development,6-1/5.mat,8854eff9cbf20ced285f168ab132def6798ca39a28eeeb5909b8fcd024a30faa,802846,272,136,136,392,392,392,5,6ec766d951337de838c558c0d261a6e421ef004e3f1e0bfae5cd35c2735c77e7,not_computed_in_blind_development
975,6-1/6,6,SXQ,6-1,1,6,7,development,6-1/6.mat,4de4b56c8898b767f79e6e25c329f99dbfbd2e7bffa288343737af3410514ca6,595683,197,85,112,392,392,392,5,b7ae76c51809c852d457b6eb2e9f1a1d8f4b029a8e93a5c3bb3f705771753e88,not_computed_in_blind_development
977,6-1/8,6,SXQ,6-1,1,8,2,development,6-1/8.mat,f4c750058ed3e196774bbde18af408138bbcfb26acbe8bd4f81e1cf1e5022a83,655188,218,98,120,392,392,392,5,eb1bb8a70b61e8722b720b208f5e07713c8d2678634b3be4217dc21c69f907f8,not_computed_in_blind_development
978,6-1/9,6,SXQ,6-1,1,9,5,development,6-1/9.mat,22b7ee8d77dec69d2197f5d8ca392540cc3c0d9971b4383487324991e85b2c83,997756,342,168,174,392,392,392,5,da374ca39428963a99d8ab29203fff4f31b081de230bb708c86072270b2b8061,not_computed_in_blind_development
979,6-1/10,6,SXQ,6-1,1,10,5,development,6-1/10.mat,a200834d744cddd5fa4b6ed28431bc1a6ad2ad2cbb6f1226c89f181e86d0a08c,618602,206,92,114,392,392,392,5,27cb23dd26b2894a68d1be2e6dc0d8c91182a8868e18d532210c20facd81efcc,not_computed_in_blind_development
980,6-1/11,6,SXQ,6-1,1,11,2,development,6-1/11.mat,797103fcc0b5389a5f46873b754b4769d439ee000cd9eb7094925d591e895156,930930,317,150,167,392,392,392,5,518cec536720af104eff9b97f0d9b18efca035725dbc1196798d057269fee162,not_computed_in_blind_development
983,6-1/14,6,SXQ,6-1,1,14,7,development,6-1/14.mat,d042e30912977653fceaecc50fcf95fb7bf51fc1bffee8ab719a55e597be65d2,833680,283,134,149,392,392,392,5,f20e6190ff0536710e3038ef7cc70d44fb4fa75ef01cc079a7fcd76b442f2975,not_computed_in_blind_development
984,6-1/15,6,SXQ,6-1,1,15,5,development,6-1/15.mat,ed7a38589e6f348e7a280477cccf73ab740b2fa38357af5412dafb3b376c1ddb,608527,203,91,112,392,392,392,5,ecfc76b16318719c7559688593a3273fc14fc3f488ec57fa6ae0b853f7fd03f5,not_computed_in_blind_development
985,6-1/16,6,SXQ,6-1,1,16,3,development,6-1/16.mat,a0e34c0c4c0f129244fe411f29bbe80ad8f200de476d32e45d32b48300dfcdae,1024127,354,171,183,392,392,392,5,d19211c7c0d487f015e6528204910e7a1d851098a6eeaf3e40e0b1cc4ae56b7b,not_computed_in_blind_development
986,6-1/17,6,SXQ,6-1,1,17,7,development,6-1/17.mat,16fe34e4f69621bbf4d2ea1727fad83c5a8aaba058a11234f47ae0648df1ff95,965781,333,162,171,392,392,392,5,5b6f4d71c4c6c48e20f0606379dd23a138917fb974130f4c86b58fab1e71441b,not_computed_in_blind_development
987,6-1/18,6,SXQ,6-1,1,18,1,development,6-1/18.mat,e89309bfe627e1316823416c589eba0da7eb85ff35b4321736b89d0bce9b6262,577574,190,82,108,392,392,392,5,48a7e69457d58e6bb5d8dc10654a00562ba3c7d24e7cab922b2f47ac2bd69892,not_computed_in_blind_development
989,6-1/20,6,SXQ,6-1,1,20,2,development,6-1/20.mat,88ef4865b95ffd0f6828b4088b9e18bfd158989a2ccb18c06408f89e4f3b372a,696025,234,108,126,392,392,392,5,a953f18dae33e98409ea91da4f19e470bfb42e150b530d1a1a1cf059f96b912a,not_computed_in_blind_development
991,6-1/22,6,SXQ,6-1,1,22,4,development,6-1/22.mat,b49ff4cf7955c94f77a4ba3c8109dd88180e1c26927e8432dc44ffa82e82a310,951753,328,163,165,392,392,392,5,0b9637c6ec4a1ee286ac561cdc0c2f2652687711d51d29b90abbe2f5311fb7b9,not_computed_in_blind_development
992,6-1/23,6,SXQ,6-1,1,23,7,development,6-1/23.mat,68c9a1ea50fcdcd52c60c75d32338761c2712b5e1f4e94b1189c20b6a95ff933,513739,167,79,88,392,392,392,5,ce6799912f4c00aa9a67b5ae4010172b3718056b8af4d0e13d8346ed9d292125,not_computed_in_blind_development
993,6-1/24,6,SXQ,6-1,1,24,6,development,6-1/24.mat,4329596bb3bf167810ad2fe8a4af98917937318853e5be1fe528a5ef2877451b,664902,223,104,119,392,392,392,5,bce3357e777242daf44de28e9c0dd191afb3cf2d3bae14cee8cb26b3766ad4be,not_computed_in_blind_development
994,6-1/25,6,SXQ,6-1,1,25,6,development,6-1/25.mat,43b56726d5a3c3e9140d7089a8d803000505ab7ca7722f9b69950af91d4b056d,1004509,350,170,180,392,392,392,5,add55f4d2b9f510e263f6cefe121ff78090d762500a80f0c0719e50710c34109,not_computed_in_blind_development
996,6-1/27,6,SXQ,6-1,1,27,5,development,6-1/27.mat,1f3c9aa937fb2a3ee8714213a6f2bf6f25c1b0b3faef63dddd7907a7c9616502,722087,244,107,137,392,392,392,5,69ba7c44dc407bbea12f6002daede77bda8783b60ffb3aedc43f71f86b63badb,not_computed_in_blind_development
997,6-1/28,6,SXQ,6-1,1,28,2,development,6-1/28.mat,79ebb13a446b66c01a646eab92b7c34f7b5ce330d8777f4c97d7373dbfc0cb43,839085,285,136,149,392,392,392,5,0658c5f9b6b7ded84bd4c444d904b318b6fec1946087318b76cbe9cac89fff4e,not_computed_in_blind_development
998,6-1/29,6,SXQ,6-1,1,29,4,development,6-1/29.mat,e804a4b5e3998d28c97ea5d99b7f1df0feb4fa83dba8efce450dcdb45f6abfc4,639242,214,99,115,392,392,392,5,3062292c128b3ada6576e8181b030d5eff6667a4bdec39f5d4bc723604a8aeaf,not_computed_in_blind_development
999,6-1/30,6,SXQ,6-1,1,30,3,development,6-1/30.mat,61cc42847a0ae3071664c57e027c407f1838d7849b68f668cadcf727b056f51d,1132500,397,190,207,392,392,392,5,0fc739af364f73bba76a8d82b3d1a70e44704c02588f906d7929ad78a1c6910d,not_computed_in_blind_development
1000,6-1/31,6,SXQ,6-1,1,31,0,development,6-1/31.mat,4a698c366db39f19d512cd25429280d3bed04d3609bd38412df2b0af1c6e7ff6,978157,337,163,174,392,392,392,5,9bd16a9b94e14349df483bbd1756a73f062ee71a4db09c1b8a2eda1ac0109179,not_computed_in_blind_development
1001,6-1/32,6,SXQ,6-1,1,32,6,development,6-1/32.mat,04077e436b79c61ab54868c8781661a4cfe592cd3b8f031e0af427872fed6d27,726247,246,118,128,392,392,392,5,225dd84be46c91254f3e1ddec89a9a6d3a1bb4002f25d3367a6e6fab39b4d288,not_computed_in_blind_development
1002,6-1/33,6,SXQ,6-1,1,33,1,development,6-1/33.mat,b6aafecbe814bb58e1b51dd98576f846a3c805e2dc8eb9f77809b7b5f32a02db,752910,257,126,131,392,392,392,5,812a1b49de37d1c1be177768cf04acf449ec5757b9259f75e2c5f4e12f2ac988,not_computed_in_blind_development
1003,6-1/34,6,SXQ,6-1,1,34,2,development,6-1/34.mat,c0a536ef5921d75ee7ecb8e1b115f9bc30e6b4b3ca85945f6ac4cfdf53d48fcf,539236,177,85,92,392,392,392,5,10cf95f917f421a46df5e13bdf7859cec0cf8f94aaad3497712599aff42eb101,not_computed_in_blind_development
1006,6-1/37,6,SXQ,6-1,1,37,1,development,6-1/37.mat,cdace2a9981743d90c468e062b0d55926e04a467d7fb2fa2665b9aaae0e4a0f4,776791,262,130,132,392,392,392,5,df262302ae07702fb0292c86b43d477e89272dbaf5e9c3c9e6a8b72457ef81c8,not_computed_in_blind_development
1007,6-1/38,6,SXQ,6-1,1,38,3,development,6-1/38.mat,a17799cc3678bd27442a47dc84b16176b9ef458bc5b2faad6d4b68611723c16f,595544,200,88,112,392,392,392,5,5ecd596be6a75e33e7c4c250b84d7129e34ba5d7ae94ad5e6fd2f36d87a9b3db,not_computed_in_blind_development
1008,6-1/39,6,SXQ,6-1,1,39,2,development,6-1/39.mat,ff4d3c20ccfb97d51b8331ee9479a89f6aa7ffc6684a19d68f21b600fc518d3d,608930,203,87,116,392,392,392,5,c1c2648d286bb7fafb6930571bc9e59f13f43df0bf708cfb14ffdd5517b31122,not_computed_in_blind_development
1009,6-1/40,6,SXQ,6-1,1,40,0,development,6-1/40.mat,33d2e8b2b031afe74e3c464d518dc39999f4bb96e7fc4a3c98c7bb24b1ac0b14,694587,235,112,123,392,392,392,5,838397e38418f7b1c999eb0f83fe91290f56b8736e1e5f1e2a4f7dc5ada9395e,not_computed_in_blind_development
1010,6-1/41,6,SXQ,6-1,1,41,1,development,6-1/41.mat,7834a99743f83b7f8c6426c09b1e10eeb127f665dce897b988e7354e34bb578b,1481142,529,262,267,392,392,392,5,772490175093a8d43c5d483ef52a03d9849b37c562fbe77f4042f6b40917846e,not_computed_in_blind_development
1011,6-1/42,6,SXQ,6-1,1,42,0,development,6-1/42.mat,fb7166bccc7f216202c87478ef4fbd31e9931e056c9c80cd61b3ac28ad3d37f9,1103166,385,179,206,392,392,392,5,823282cd9781575851657f963dd2498bbabe3edb3a508a39f7ea982eb45a66f7,not_computed_in_blind_development
1012,6-1/43,6,SXQ,6-1,1,43,5,development,6-1/43.mat,18d7b133950672a5dcdbb290272bc83de6ab94550e5e4da4ffb4b9d51ec37c95,851818,293,139,154,392,392,392,5,952ca101035567245d0d7e4b258e39d9bf8a8f054d2e26650296aaeae707a576,not_computed_in_blind_development
1013,6-1/44,6,SXQ,6-1,1,44,6,development,6-1/44.mat,aa2d853543bcaa481477e7b725cb40cba7ca3c98b0c3d43bc6dc59dd61bcf03f,693179,234,114,120,392,392,392,5,d3465d341487b676ae4eba7be1f0ce4019e5510e01621f92d40d1d3002192f2a,not_computed_in_blind_development
1015,6-1/46,6,SXQ,6-1,1,46,6,development,6-1/46.mat,5e11380af3399997e46d62a9d56f8013ed9a53440e03842a18c3dd705034e175,546117,180,90,90,392,392,392,5,ce7ecc98e1f50b4863ac655127b5ee954f5dc65b29b4c12a703deaf6195c5304,not_computed_in_blind_development
1016,6-1/47,6,SXQ,6-1,1,47,4,development,6-1/47.mat,ea877a5aaf10bb1831d0cf84fc7dc208490b021c4048a665921431018e11c505,718619,241,114,127,392,392,392,5,95c241442341dad0a0c3b286006d7952c8dcf90927a707723777c9bf29b75a52,not_computed_in_blind_development
1017,6-1/48,6,SXQ,6-1,1,48,7,development,6-1/48.mat,a617ddd7aea216cff3cb0d797b0c21c936fde8bea9e5a18533af3fd8ebd4e9fd,701272,236,112,124,392,392,392,5,b82a3a965cf885da9172f6a3f1109ff0274b0d5e048af33287210ebcb005b052,not_computed_in_blind_development
1018,6-1/49,6,SXQ,6-1,1,49,5,development,6-1/49.mat,bccead1e07855708e35243720a059f9c817b80abeca773137964432755d61e7b,620927,205,88,117,392,392,392,5,6bbbc13d7b9577312ba569b1ac91d29b23752236c34089e223650241a7186a8f,not_computed_in_blind_development
1019,6-1/50,6,SXQ,6-1,1,50,4,development,6-1/50.mat,f05fbf53614f93d42112e5f27b422cd2e2c4b7502f9093fbd80a825fe2b6f832,949437,325,155,170,392,392,392,5,5185710cbd3d2c67cc4f406b8b6c82d8a71cc29a7da5e7e9fea1ed07d57898b2,not_computed_in_blind_development
1020,6-1/51,6,SXQ,6-1,1,51,7,development,6-1/51.mat,5749088dceee9577e6730cc9d332adb2565aef96a9ccf0986bd9350699ca93d2,692574,234,112,122,392,392,392,5,d989f9c41e7641dee013adb182dd74318d5bf76690e455f4117cc0b56908887f,not_computed_in_blind_development
1021,6-1/52,6,SXQ,6-1,1,52,1,development,6-1/52.mat,354e3bb9c373ec4a2b39bf7d2420e6a13b8d98b455d3b8bc6b954e6f875af679,890431,306,146,160,392,392,392,5,2c76a70cb28a146bc08accd5d5067d2bd5c90e0cf26ac9fd1f1b639ff4914813,not_computed_in_blind_development
1022,6-1/53,6,SXQ,6-1,1,53,4,development,6-1/53.mat,ee54bf496594d8212e8659ad6e4c7ea146b1a9f4a69243f364a23c240f826526,1263447,444,221,223,392,392,392,5,ff72a5d8b2b060d2a1464ef487a64d2f495bd0c01d3e9845ca0687b49107a339,not_computed_in_blind_development
1023,6-1/54,6,SXQ,6-1,1,54,0,development,6-1/54.mat,49fd82678bc10965b8cd65631115c6b430614d727cac1769ed381cd10ea979e1,975849,338,161,177,392,392,392,5,66c5ffbf4958ced10897728770e95df97fdead50fc383c8430929bce35dcb17c,not_computed_in_blind_development
1025,6-1/56,6,SXQ,6-1,1,56,5,development,6-1/56.mat,814a053f09589e63a79c4bbf16bcc8954753af99194f2ec1db331966d86f2be3,683584,230,110,120,392,392,392,5,fc0160ceb9c9a34db15530f3d876ce1cb1d34da48fcf33162075458c0a23876b,not_computed_in_blind_development
1026,6-1/57,6,SXQ,6-1,1,57,1,development,6-1/57.mat,b5c250bd5f86b8b93ff583f80262b937259842a75319ce490cab90fa7a775ed9,1038531,360,176,184,392,392,392,5,a3083e0fbfa95a49e00112239dcf19cb8232f10a0f92f58bd7c29d68faa2a635,not_computed_in_blind_development
1028,6-1/59,6,SXQ,6-1,1,59,1,development,6-1/59.mat,1e7261e08b8a5649e9965b9452872da9d15ff21dbd616d14468a6feafe8801e4,699631,233,108,125,392,392,392,5,3de3cf140b37c38a78c0606ab29dbe010faa1b7f36608945a99bb28a3f0ee0d9,not_computed_in_blind_development
1029,6-1/60,6,SXQ,6-1,1,60,7,development,6-1/60.mat,145e79506d9db5b0727336497ebfbb4fabd0084fc02fee9ea47d98f964729fc2,835406,286,134,152,392,392,392,5,18c3396d73ea393a2199b75ef4e25372b3d5ca3a497cd69b537552dc1ba67eff,not_computed_in_blind_development
1030,6-1/61,6,SXQ,6-1,1,61,4,development,6-1/61.mat,f0f4b7502ce2b0c6aebced923ca21d2719948f8f4b64a4d1228f0b4de0c7319f,1139217,400,200,200,392,392,392,5,ad84817920d1432e39c0063167beb219aa81b1a065decbe167e526639b975b09,not_computed_in_blind_development
1031,6-1/62,6,SXQ,6-1,1,62,6,development,6-1/62.mat,c2eb56abf356988c9ceaf8a2f8bc402987bea38eff930f56c17502c373fd8cec,842172,287,138,149,392,392,392,5,42cf5868fdaa6c7ecb64baa52dc0036acdda1fc7a8813913439f0819074b1c37,not_computed_in_blind_development
1034,6-1/65,6,SXQ,6-1,1,65,6,development,6-1/65.mat,15bf435798946e46b5c31a64f92ffb90205b778b93e01b3693c6b60ea26ec86c,689463,233,110,123,392,392,392,5,912af0bbf13e2d43a7ffda6f87fdff4024e216a64929e978df5a56d7fe56d40c,not_computed_in_blind_development
1035,6-1/66,6,SXQ,6-1,1,66,3,development,6-1/66.mat,6ac6a4eef44c0274c49c3fa7befb9fc81b7501f1817735c5d161391c95e453d7,1051853,366,180,186,392,392,392,5,d588d77e48ab486ef548f253dda67beeb32c7575048b4f66159d3679514a444a,not_computed_in_blind_development
1038,6-1/69,6,SXQ,6-1,1,69,4,development,6-1/69.mat,b7616a7007eb1018c3ca4034eca4ea6ec1dd5170d640e97cdfe2fc15ab9c9df9,422428,134,66,68,392,392,392,5,0782619ac3ca33431ecf97e4f06c2703a06ce1dfff08a222712a17721540cd6b,not_computed_in_blind_development
1039,6-1/70,6,SXQ,6-1,1,70,2,development,6-1/70.mat,0724ffec5091b9e5c24b392e9211f95b98c36dadd311a36109eb6bc6534518b1,631444,211,98,113,392,392,392,5,b3e0b172514ca92d34654f3a7adc21b3bb1043e3eceee5f510c3d9ee5a13ed89,not_computed_in_blind_development
1040,6-1/71,6,SXQ,6-1,1,71,0,development,6-1/71.mat,91ca40f7c5eb4a316c554a27df0e5798e5839d6369686b69c7488c4a84f39e07,873345,302,145,157,392,392,392,5,e4dac1bf2cfaefd8522157c58b558972facc3c2d4709dbd32240640c5ecde024,not_computed_in_blind_development
1041,6-1/72,6,SXQ,6-1,1,72,4,development,6-1/72.mat,d3cd29bc18e5370a4adc429a2b7b3a8e2b924110d538250b58896b9855019c22,1036351,361,176,185,392,392,392,5,18aa2da0727e39a8a98964533bf785992621c3b737c68686ca405612559472c7,not_computed_in_blind_development
1042,6-1/73,6,SXQ,6-1,1,73,3,development,6-1/73.mat,26b2c0c00d6d421fddd36fd5f3f73cc1e0da495453afde187478e73794a75438,851124,290,141,149,392,392,392,5,dbc57471185b6c95f43bfd02786cd9c2b43f3d63d7676fc73b64ad3f4331288e,not_computed_in_blind_development
