bootstrap_replicate,label_pair_position_1,label_pair_position_2,label_pair_position_3,label_pair_position_4,label_pair_position_5,label_pair_position_6,label_pair_position_7,label_pair_position_8
7684,0,5,5,5,1,1,5,7
7685,6,6,7,3,7,5,6,2
7686,3,4,5,6,5,5,4,3
7687,4,1,4,3,1,4,5,4
7688,0,0,6,0,7,6,0,6
7689,2,2,0,2,7,2,6,6
7690,3,7,7,0,3,5,4,6
7691,4,1,4,3,0,6,2,5
7692,6,2,0,4,3,5,4,4
7693,1,7,4,3,3,2,3,7
7694,6,2,3,4,5,5,7,0
7695,2,1,6,7,1,4,7,1
7696,1,4,1,6,6,5,0,1
7697,3,4,3,4,6,6,2,6
7698,0,7,1,5,6,7,0,5
7699,0,4,2,6,5,4,6,0
7700,4,3,2,3,5,3,6,0
7701,7,4,5,4,6,3,0,1
7702,7,3,2,1,2,4,0,1
7703,7,0,7,3,7,2,3,6
7704,3,7,7,0,4,7,0,1
7705,2,2,1,2,3,5,6,0
7706,3,0,2,4,1,7,5,7
7707,3,1,7,2,1,0,7,7
7708,6,2,4,6,0,0,4,4
7709,7,3,1,4,5,2,0,3
7710,0,5,5,6,6,3,1,3
7711,7,2,7,4,3,5,6,1
7712,3,1,3,5,6,2,1,5
7713,5,7,7,7,6,5,7,5
7714,6,4,3,5,2,3,1,2
7715,1,1,0,2,2,1,1,1
7716,0,5,3,1,7,1,4,2
7717,2,4,4,1,2,7,4,0
7718,5,0,0,3,7,0,1,6
7719,1,7,3,6,5,5,5,7
7720,6,5,1,1,2,4,6,0
7721,2,2,2,7,4,7,1,6
7722,6,6,5,7,0,0,1,0
7723,7,6,0,0,7,7,1,2
7724,0,5,3,4,2,3,4,7
7725,3,5,0,3,6,1,1,7
7726,7,6,1,2,5,0,5,6
7727,4,3,4,6,2,5,6,5
7728,4,7,2,4,1,7,4,2
7729,6,4,0,0,1,0,5,6
7730,7,7,5,5,3,6,6,1
7731,1,2,6,6,6,0,3,3
7732,5,5,6,2,1,6,5,0
7733,5,0,0,0,7,0,7,6
7734,4,1,0,7,7,6,4,0
7735,1,7,5,3,0,0,6,5
7736,1,5,7,0,7,0,2,2
7737,4,2,1,0,6,7,1,7
7738,7,3,5,6,4,6,7,3
7739,7,3,6,6,0,0,6,3
7740,6,4,0,2,4,0,7,4
7741,1,6,6,3,7,2,1,3
7742,2,4,6,3,1,5,4,7
7743,0,6,2,6,4,5,1,1
7744,3,7,2,6,0,1,2,1
7745,4,2,0,4,7,0,3,1
7746,4,6,5,1,6,4,3,3
7747,1,7,6,0,5,1,5,4
7748,2,1,4,5,6,3,6,7
7749,0,5,6,1,0,2,0,7
7750,6,3,7,2,3,2,2,7
7751,1,2,1,3,3,7,1,7
7752,5,2,4,0,4,7,1,7
7753,2,2,0,0,3,0,7,0
7754,2,7,7,6,3,2,2,1
7755,7,5,1,6,3,4,0,6
7756,7,1,0,2,4,4,4,4
7757,6,2,7,0,4,4,6,4
7758,3,3,3,3,3,7,4,3
7759,0,3,4,5,1,6,2,4
7760,1,0,3,3,2,1,7,4
7761,1,0,0,6,6,2,1,7
7762,3,1,2,4,6,5,2,4
7763,1,3,7,3,3,0,2,5
7764,2,3,6,7,6,0,5,6
7765,4,6,7,0,0,1,6,1
7766,1,0,7,2,3,2,7,0
7767,2,7,5,3,7,1,0,2
7768,0,5,7,1,0,6,3,7
7769,4,6,7,6,6,1,1,1
7770,7,6,7,0,6,0,7,1
7771,7,5,1,5,1,5,6,1
7772,2,6,6,0,6,2,3,4
7773,1,3,1,5,5,7,1,7
7774,2,7,7,3,6,1,2,3
7775,2,2,1,5,4,3,2,2
7776,6,5,6,1,0,2,7,0
7777,4,3,4,6,6,5,4,5
7778,7,5,1,5,5,7,6,0
7779,7,4,0,1,1,3,3,3
7780,3,4,0,5,5,7,2,2
7781,5,6,0,2,6,2,1,5
7782,3,1,4,0,7,0,1,6
7783,6,3,0,7,4,7,1,3
7784,4,1,0,6,4,7,0,1
7785,6,7,7,3,4,7,6,2
7786,1,1,2,2,0,1,3,5
7787,5,3,6,1,3,3,2,3
7788,2,6,3,6,6,3,5,5
7789,7,4,6,5,1,2,1,5
7790,3,3,0,7,3,3,6,4
7791,4,6,1,0,5,3,5,0
7792,3,4,2,3,6,2,2,2
7793,2,1,5,2,5,7,1,2
7794,2,7,7,2,5,4,3,0
7795,3,3,4,2,0,7,3,3
7796,6,2,1,2,5,3,3,1
7797,7,5,6,3,3,2,4,4
7798,7,6,2,1,6,0,1,7
7799,5,4,2,3,0,4,4,5
7800,2,7,0,6,4,0,4,6
7801,2,5,2,7,6,4,6,5
7802,3,3,7,5,3,7,5,1
7803,6,0,0,2,7,4,1,3
7804,5,0,5,5,2,7,0,2
7805,0,6,6,5,3,0,3,2
7806,4,5,2,2,2,3,4,5
7807,4,3,5,3,6,0,2,2
7808,5,7,5,4,2,0,0,0
7809,7,0,6,4,7,4,5,4
7810,7,3,6,2,1,0,1,0
7811,2,5,4,1,1,4,1,1
7812,7,0,4,0,2,2,0,4
7813,7,3,4,3,7,3,3,5
7814,1,0,4,4,6,3,4,3
7815,4,4,6,4,2,0,0,6
7816,2,3,0,7,1,3,6,7
7817,7,0,5,6,3,6,0,1
7818,0,4,6,6,0,3,6,2
7819,3,6,0,2,6,1,3,0
7820,7,6,4,7,2,0,5,1
7821,3,2,2,6,3,7,0,5
7822,2,3,5,0,4,0,5,7
7823,6,1,4,1,2,7,0,1
7824,5,4,4,1,7,1,5,0
7825,6,0,5,3,0,0,5,2
7826,1,5,6,3,3,1,6,6
7827,0,5,2,2,5,4,7,0
7828,5,5,5,4,2,3,6,4
7829,3,6,6,2,5,7,2,3
7830,7,6,3,7,2,3,1,3
7831,4,3,5,0,2,2,0,5
7832,2,3,3,4,4,7,0,5
7833,7,0,2,6,5,6,6,1
7834,1,0,4,5,5,2,7,2
7835,3,3,3,0,5,7,0,4
7836,5,7,3,3,6,7,1,3
7837,0,3,4,1,0,0,1,5
7838,1,0,3,2,3,3,4,5
7839,0,1,4,6,3,0,1,1
7840,7,0,5,4,2,1,7,4
7841,6,6,0,1,3,4,6,0
7842,4,4,6,4,1,1,6,3
7843,0,4,1,4,5,3,6,0
7844,4,7,7,0,0,3,6,0
7845,1,7,1,7,2,0,6,3
7846,1,6,0,5,4,0,0,4
7847,4,2,6,7,2,6,1,4
7848,0,2,2,4,5,1,4,1
7849,6,3,6,4,3,6,0,5
7850,7,6,5,7,7,5,6,2
7851,5,0,1,4,4,7,4,0
7852,2,7,2,5,2,7,3,7
7853,3,1,4,1,3,1,3,1
7854,7,5,1,3,0,1,2,2
7855,0,7,0,3,7,7,1,7
7856,6,7,4,0,1,1,0,7
7857,7,4,2,7,1,6,0,1
7858,3,7,2,5,1,4,2,2
7859,2,4,0,1,3,1,2,1
7860,5,7,0,6,0,3,1,3
7861,2,7,0,5,0,1,3,6
7862,7,2,1,0,5,6,3,1
7863,4,7,2,7,0,2,6,3
7864,1,1,6,2,6,2,2,5
7865,3,6,2,4,2,2,5,0
7866,4,6,4,5,0,3,4,1
7867,1,2,4,2,1,4,6,2
7868,6,0,7,6,4,1,4,0
7869,6,3,0,1,6,3,1,7
7870,1,2,0,0,6,6,2,7
7871,0,6,5,4,2,5,3,1
7872,4,0,5,6,2,4,1,3
7873,2,7,1,1,3,3,3,6
7874,4,6,3,7,4,6,6,1
7875,6,5,4,1,7,0,6,7
7876,7,1,0,3,4,2,3,2
7877,3,4,6,4,2,6,3,4
7878,0,3,1,5,7,6,7,3
7879,3,1,2,0,6,5,1,4
7880,6,4,0,6,3,5,0,1
7881,6,4,1,2,6,6,4,2
7882,7,5,0,4,4,1,6,2
7883,4,7,1,6,0,3,2,5
7884,1,6,0,1,5,1,2,0
7885,1,4,0,6,4,7,6,1
7886,7,5,0,0,0,4,7,3
7887,7,7,0,3,1,3,5,0
7888,0,7,2,0,4,2,5,1
7889,0,4,1,0,4,4,4,5
7890,1,7,2,3,4,4,0,7
7891,5,5,5,7,5,7,0,1
7892,5,3,6,0,3,1,2,4
7893,3,3,0,2,2,3,3,0
7894,0,0,6,2,5,5,3,1
7895,4,6,6,6,7,5,7,6
7896,0,4,4,6,2,1,7,2
7897,7,3,1,1,1,6,4,2
7898,4,6,1,3,7,6,5,1
7899,6,4,0,0,2,5,6,7
7900,5,0,3,0,1,6,2,0
7901,6,2,2,3,1,5,0,7
7902,5,6,0,5,0,4,2,4
7903,3,0,7,4,4,1,5,5
7904,2,3,3,7,4,2,3,4
7905,0,4,2,1,6,4,1,2
7906,2,0,0,1,3,0,3,0
7907,2,1,7,6,3,4,1,7
7908,4,2,1,1,5,6,2,6
7909,2,6,4,6,3,6,6,0
7910,1,5,1,3,6,2,1,3
7911,7,0,0,0,1,0,6,3
7912,3,3,6,5,3,4,0,0
7913,3,0,1,3,3,6,5,3
7914,7,0,6,1,1,6,5,6
7915,6,0,5,5,6,6,6,2
7916,7,0,0,0,2,2,0,2
7917,4,4,3,0,7,7,1,6
7918,2,3,6,7,1,6,3,3
7919,1,4,0,5,6,4,7,2
7920,2,0,5,6,4,7,2,0
7921,0,7,6,1,2,0,2,4
7922,5,7,6,5,7,0,2,2
7923,4,0,3,2,4,3,5,2
7924,4,4,0,5,3,1,0,1
7925,5,1,4,6,7,7,6,7
7926,1,7,5,4,6,5,1,0
7927,1,4,0,2,4,6,5,0
7928,6,6,6,7,7,2,7,0
7929,2,1,5,3,2,5,2,7
7930,3,7,1,4,3,0,7,7
7931,5,1,3,4,1,4,5,6
7932,3,3,4,2,1,0,3,2
7933,2,6,5,1,3,6,3,6
7934,3,7,4,5,6,2,6,0
7935,7,2,4,0,2,7,1,1
7936,5,0,0,2,5,3,6,5
7937,1,0,2,7,6,5,1,7
7938,7,4,7,2,1,2,6,5
7939,4,5,5,3,6,1,1,5
7940,6,7,1,0,1,3,1,5
7941,6,6,1,2,7,0,7,3
7942,4,4,1,2,7,1,1,2
7943,7,2,6,0,2,4,3,1
7944,0,3,0,4,7,0,7,4
7945,3,5,1,6,7,1,2,4
7946,5,6,7,6,0,4,2,7
7947,4,1,6,1,2,3,0,1
7948,7,1,3,7,6,5,7,7
7949,5,3,7,4,4,5,0,1
7950,1,4,1,5,0,6,3,6
7951,0,0,5,6,1,5,3,4
7952,0,0,3,3,3,7,4,5
7953,1,2,7,6,3,6,0,2
7954,2,1,2,1,1,0,3,7
7955,1,1,3,5,1,2,7,3
7956,2,4,1,3,1,3,6,0
7957,3,3,0,1,4,7,0,4
7958,5,5,6,1,3,4,0,4
7959,3,4,1,0,3,2,1,3
7960,2,4,4,1,0,3,6,1
7961,2,5,5,7,3,3,3,0
7962,7,3,4,2,6,6,3,3
7963,1,2,1,1,0,1,4,4
7964,3,1,0,4,1,7,1,0
7965,1,0,3,1,6,4,7,2
7966,6,7,2,2,5,7,5,1
7967,6,1,5,5,0,3,4,7
7968,5,6,5,1,2,4,3,3
7969,2,6,6,1,5,6,0,1
7970,0,6,0,7,1,0,6,6
7971,0,0,3,5,1,2,0,1
7972,4,5,6,3,0,0,5,5
7973,7,3,4,5,7,0,5,7
7974,7,3,0,5,4,0,6,7
7975,0,2,3,1,0,7,4,3
7976,3,6,4,5,5,6,3,3
7977,3,7,7,1,2,1,6,1
7978,1,2,0,0,2,5,3,3
7979,4,5,5,5,7,2,4,7
7980,1,6,6,7,2,6,4,4
7981,5,7,1,2,0,6,1,2
7982,0,2,5,3,7,1,2,2
7983,0,3,6,5,1,4,4,2
7984,5,5,7,1,0,4,4,5
7985,4,6,7,6,0,1,2,4
7986,1,2,3,0,6,5,7,2
7987,2,4,6,7,1,3,3,5
7988,0,3,7,6,2,6,0,6
7989,3,2,5,0,3,6,2,3
7990,2,7,6,3,3,7,0,5
7991,2,6,0,3,0,1,5,1
7992,2,3,4,2,2,2,4,5
7993,7,1,2,3,7,4,7,3
7994,3,7,0,1,7,6,3,6
7995,1,7,2,3,7,2,4,0
7996,1,5,6,1,7,2,5,1
7997,4,0,0,2,6,7,1,4
7998,1,4,3,4,3,2,2,2
7999,3,5,6,5,0,4,2,3
8000,6,7,5,0,6,1,3,1
8001,3,7,6,1,0,0,0,2
8002,4,0,0,5,3,7,6,3
8003,4,2,6,6,3,3,5,6
8004,4,7,2,1,1,2,0,5
8005,2,5,3,3,0,4,1,6
8006,6,7,2,5,0,0,0,6
8007,0,3,5,5,0,3,6,2
8008,4,0,4,3,5,7,1,4
8009,0,0,4,2,7,3,4,3
8010,6,1,3,0,0,2,7,6
8011,0,5,2,2,3,2,4,2
8012,2,0,3,5,1,7,0,0
8013,5,1,3,6,1,3,4,3
8014,0,2,1,5,3,3,0,7
8015,4,2,6,3,4,2,5,7
8016,0,7,7,7,0,1,1,6
8017,4,0,3,2,7,7,1,1
8018,3,2,0,6,4,5,0,3
8019,1,3,4,0,5,6,4,2
8020,7,4,1,2,6,2,7,7
8021,6,1,1,6,2,6,6,4
8022,0,2,7,5,0,4,2,6
8023,7,5,3,7,4,3,4,3
8024,4,5,2,7,3,5,0,5
8025,3,3,6,7,5,4,3,6
8026,4,3,3,4,5,6,0,7
8027,4,4,5,5,7,2,0,5
8028,2,0,3,4,6,0,0,5
8029,1,7,2,7,4,4,6,2
8030,3,3,7,6,3,1,7,5
8031,1,3,7,3,4,5,1,3
8032,3,4,2,4,5,3,6,1
8033,4,4,4,1,7,5,7,1
8034,5,0,4,3,2,4,6,0
8035,3,4,2,3,7,3,7,3
8036,4,7,7,0,2,6,2,7
8037,6,2,2,6,3,5,7,7
8038,0,4,4,6,3,5,2,7
8039,2,3,0,1,4,5,1,0
8040,6,7,3,7,7,3,2,7
8041,5,1,4,6,1,3,0,4
8042,0,2,2,1,0,1,3,2
8043,4,4,1,1,3,5,7,3
8044,1,3,2,1,4,7,1,1
8045,6,1,7,1,6,5,1,1
8046,1,6,4,0,5,3,3,5
8047,6,3,7,1,3,4,7,0
8048,3,7,7,6,6,2,3,2
8049,5,7,2,1,1,3,5,2
8050,5,1,1,3,5,6,7,3
8051,3,4,1,7,0,6,6,7
8052,0,5,0,3,4,3,5,6
8053,1,1,7,6,0,6,3,6
8054,2,6,0,2,4,3,5,6
8055,0,6,5,7,3,3,4,3
8056,3,5,4,7,1,3,7,4
8057,3,2,0,0,2,6,1,1
8058,0,0,1,6,6,4,3,5
8059,4,3,7,6,5,2,4,1
8060,4,1,7,1,0,6,7,5
8061,4,5,2,1,7,3,0,0
8062,1,4,1,7,7,3,5,2
8063,5,1,4,6,0,3,6,4
8064,4,6,6,3,0,1,1,4
8065,7,1,7,3,5,1,0,6
8066,0,2,5,5,4,0,5,2
8067,0,6,3,4,3,4,4,3
8068,4,2,2,2,2,4,1,5
8069,3,6,7,2,4,2,7,0
8070,2,0,4,6,2,2,6,4
8071,7,4,6,1,2,0,7,4
8072,4,7,5,6,1,5,1,5
8073,0,5,1,7,2,5,2,5
8074,4,5,7,2,0,3,5,1
8075,5,4,0,4,7,7,7,4
8076,5,2,2,1,1,7,6,5
8077,5,0,7,7,6,2,7,3
8078,7,2,2,0,1,7,2,5
8079,4,6,4,5,1,2,7,7
8080,2,1,2,3,6,3,3,5
8081,6,2,1,7,5,4,6,5
8082,0,6,5,3,5,4,3,0
8083,3,3,5,4,3,4,4,7
8084,5,2,1,6,2,2,1,1
8085,5,6,2,3,2,3,2,3
8086,4,1,4,6,2,3,0,2
8087,6,3,5,0,0,2,0,6
8088,7,5,2,7,1,1,2,6
8089,6,4,1,2,7,3,1,5
8090,7,3,0,2,2,7,1,3
8091,6,2,3,0,0,4,0,0
8092,1,2,0,0,4,1,7,6
8093,0,1,0,4,7,7,1,2
8094,5,0,7,5,0,2,4,5
8095,4,2,1,3,6,1,3,2
8096,7,4,0,6,4,2,7,5
8097,3,7,2,5,0,4,5,4
8098,6,7,5,1,3,2,5,2
8099,3,5,4,5,4,3,6,6
8100,1,5,5,6,2,3,3,7
8101,6,6,2,2,2,1,2,6
8102,0,3,1,5,0,6,1,5
8103,0,5,7,4,7,7,1,6
8104,3,4,7,7,5,3,6,2
8105,1,0,5,2,5,2,7,5
8106,2,5,4,3,2,0,5,2
8107,3,5,4,7,3,3,1,0
8108,1,0,6,7,7,0,7,4
8109,4,6,5,6,2,0,4,2
8110,5,2,5,6,6,7,0,5
8111,1,4,7,3,3,2,3,0
8112,7,3,6,6,6,2,3,6
8113,4,0,3,7,0,3,4,3
8114,7,0,7,0,4,1,0,0
8115,0,2,5,1,1,6,3,1
8116,6,4,6,7,4,5,2,6
8117,6,3,4,1,5,7,1,2
8118,6,4,7,4,2,1,4,3
8119,2,5,7,0,2,7,4,4
8120,6,6,1,6,4,4,0,0
8121,2,1,7,2,7,2,0,6
8122,6,1,3,2,6,2,1,5
8123,2,0,4,6,4,2,3,2
8124,4,5,0,0,0,6,0,2
8125,5,0,0,0,2,1,0,5
8126,0,6,4,5,0,0,2,0
8127,2,4,3,7,5,0,7,4
8128,2,3,0,6,6,7,6,5
8129,1,2,1,1,0,0,3,6
8130,7,3,4,4,2,3,1,5
8131,3,0,5,2,0,0,0,4
8132,2,1,5,0,2,7,2,6
8133,0,7,5,0,2,1,4,0
8134,4,5,5,6,0,2,6,4
8135,3,3,1,1,5,3,3,6
8136,5,1,4,5,4,1,4,0
8137,1,2,5,0,4,7,5,5
8138,6,2,7,4,6,5,4,0
8139,2,2,4,5,1,5,4,1
8140,5,2,7,7,6,3,7,6
8141,0,2,0,3,0,5,4,1
8142,1,6,6,3,1,7,5,2
8143,5,0,5,0,5,5,7,1
8144,0,1,2,5,4,6,0,0
8145,5,1,3,0,6,2,5,3
8146,5,3,2,7,0,1,0,6
8147,1,0,2,4,1,6,5,5
8148,6,0,1,7,4,5,5,0
8149,7,4,4,5,0,7,7,0
8150,6,7,6,4,5,1,3,3
8151,5,2,6,6,7,6,3,0
8152,1,1,7,7,6,2,0,3
8153,1,1,0,1,7,6,7,1
8154,5,0,3,7,2,2,4,2
8155,6,3,6,6,7,6,1,7
8156,5,0,5,5,2,6,7,1
8157,1,5,3,1,3,1,3,4
8158,1,1,2,3,1,6,4,5
8159,0,4,5,5,5,6,1,2
8160,7,6,1,2,3,2,0,1
8161,7,5,3,0,7,0,4,1
8162,1,7,0,4,2,3,6,5
8163,7,3,3,3,6,7,1,7
8164,2,3,5,4,0,0,2,0
8165,7,7,2,2,1,1,3,5
8166,6,4,0,2,3,0,5,1
8167,1,4,1,1,2,3,1,2
8168,1,3,4,1,4,6,5,7
8169,0,0,6,6,7,3,3,3
8170,7,0,7,0,0,7,1,3
8171,0,4,2,5,5,2,6,0
8172,1,3,6,4,1,3,1,0
8173,6,3,2,7,3,6,4,1
8174,5,7,5,7,4,1,1,5
8175,4,5,3,1,5,6,4,2
8176,2,0,0,1,0,4,5,7
8177,2,2,2,4,0,6,4,6
8178,2,6,6,0,6,7,3,6
8179,5,5,7,2,7,2,3,2
8180,1,1,7,7,7,2,0,1
8181,6,1,2,7,5,2,3,3
8182,5,4,6,3,1,1,6,3
8183,6,6,5,3,0,6,2,0
8184,6,6,1,5,0,0,6,4
8185,0,4,2,7,1,6,5,5
8186,2,3,6,0,2,3,2,0
8187,3,0,0,6,1,7,6,6
8188,0,3,5,7,6,5,1,0
8189,2,5,6,7,0,3,6,1
8190,4,2,0,4,6,4,5,1
8191,4,5,2,7,0,0,3,3
8192,3,1,4,6,0,5,3,3
8193,6,6,4,0,5,6,6,5
8194,5,3,3,0,7,2,2,5
8195,1,6,2,4,5,7,3,7
8196,1,4,7,7,5,2,2,6
8197,1,5,1,3,6,7,0,3
8198,0,1,4,0,5,1,5,0
8199,0,3,5,5,0,2,1,7
8200,4,6,3,7,3,4,4,2
8201,5,3,2,1,6,6,0,2
8202,7,2,5,3,1,4,2,0
8203,7,5,6,4,5,2,0,5
8204,6,3,6,2,4,1,3,3
8205,2,1,6,5,7,2,3,7
8206,5,1,4,3,0,1,4,0
8207,6,5,7,4,2,7,3,7
8208,0,6,1,2,4,6,3,7
8209,7,3,3,6,3,4,0,3
8210,6,2,5,0,5,3,7,1
8211,5,5,6,7,7,7,4,6
8212,5,5,4,5,3,4,2,6
8213,3,3,5,1,0,6,6,7
8214,2,2,7,1,2,0,4,7
8215,0,6,4,5,6,6,3,0
8216,4,4,7,3,5,1,2,5
8217,6,5,0,7,7,7,7,3
8218,3,5,0,4,3,2,2,4
8219,1,2,6,4,5,5,2,3
8220,6,4,2,5,1,5,4,1
8221,7,3,7,5,5,0,7,5
8222,0,6,0,2,2,0,3,2
8223,6,0,4,1,0,5,7,7
8224,6,5,0,0,7,3,3,6
8225,4,4,0,6,1,2,0,3
8226,7,7,7,1,1,4,6,3
8227,7,1,1,5,5,0,0,3
8228,4,7,3,5,2,7,1,3
8229,6,6,4,7,0,0,0,7
8230,7,3,7,7,7,5,4,2
8231,7,4,3,1,2,7,3,0
8232,4,5,0,3,3,3,1,4
8233,0,5,6,6,4,1,0,0
8234,5,7,2,1,1,6,1,1
8235,3,5,4,3,5,5,5,5
8236,2,6,5,5,4,7,7,7
8237,2,6,0,1,3,6,0,2
8238,6,7,1,1,3,0,0,7
8239,6,5,7,6,0,1,2,0
8240,6,6,5,4,1,0,3,7
8241,4,3,3,5,5,0,2,3
8242,6,0,7,6,4,5,2,2
8243,5,3,7,3,4,3,0,0
8244,2,3,2,5,3,7,6,0
8245,2,0,3,5,1,3,1,5
8246,3,4,1,1,7,4,7,1
8247,1,6,3,0,3,0,7,7
8248,7,0,1,5,5,4,7,4
8249,2,0,5,5,7,6,4,6
8250,0,4,6,7,4,3,3,5
8251,0,6,2,1,7,3,3,3
8252,1,0,7,7,3,7,5,1
8253,3,4,3,5,3,1,7,4
8254,0,7,0,7,3,7,0,5
8255,1,0,4,7,3,5,2,4
8256,7,7,3,0,2,6,2,0
8257,5,7,3,5,0,7,2,1
8258,5,5,4,3,1,3,4,0
8259,3,6,3,6,5,7,6,1
8260,4,6,0,5,1,3,7,5
8261,5,1,3,0,4,7,1,3
8262,3,6,1,6,5,5,2,3
8263,1,5,0,7,3,2,1,4
8264,2,5,0,1,0,5,2,3
8265,2,1,5,2,5,0,6,7
8266,2,0,0,0,1,0,1,7
8267,7,0,7,4,7,1,5,7
8268,4,7,2,0,2,3,4,3
8269,0,5,5,5,7,7,7,1
8270,6,2,6,3,5,5,3,3
8271,2,4,5,1,5,4,7,7
8272,5,1,0,1,2,5,6,3
8273,2,3,1,0,7,0,2,4
8274,2,7,6,4,4,2,4,0
8275,6,0,5,4,1,0,1,5
8276,1,0,0,3,6,5,3,2
8277,6,2,4,5,4,2,5,1
8278,0,3,7,2,3,3,2,1
8279,2,7,7,4,5,2,7,3
8280,4,6,0,2,5,4,1,2
8281,5,2,6,3,6,7,1,3
8282,4,5,1,1,3,3,5,4
8283,2,4,6,4,4,5,1,1
8284,7,7,1,6,0,6,3,4
8285,4,4,3,4,3,2,0,5
8286,4,0,4,3,3,1,2,6
8287,5,4,6,7,5,6,0,6
8288,2,2,6,1,0,7,2,3
8289,6,7,3,7,7,3,5,2
8290,5,1,3,2,2,4,1,4
8291,3,3,4,2,4,1,3,0
8292,4,3,1,0,1,4,0,6
8293,7,0,4,1,6,1,1,1
8294,6,6,5,5,3,7,4,5
8295,2,0,6,4,4,3,0,2
8296,1,0,2,1,7,4,5,6
8297,5,3,0,2,4,2,6,0
8298,1,7,5,0,1,5,2,5
8299,1,0,5,5,7,0,5,7
8300,0,4,5,7,3,5,3,6
8301,2,4,1,6,2,7,7,0
8302,7,6,0,1,6,5,4,6
8303,1,0,5,5,5,1,5,7
8304,0,4,1,4,5,6,2,5
8305,6,6,2,4,2,4,4,7
8306,7,6,1,1,6,4,4,5
8307,0,1,6,4,3,3,3,6
8308,3,7,3,7,7,2,0,2
8309,3,5,0,7,7,3,1,6
8310,1,4,0,1,3,2,6,1
8311,5,5,1,0,7,0,0,6
8312,4,0,4,1,6,5,6,2
8313,0,1,2,6,3,0,6,4
8314,5,1,5,1,4,4,0,3
8315,2,2,5,3,5,0,6,0
8316,6,5,7,0,1,5,5,5
8317,3,1,3,2,0,2,7,4
8318,1,1,7,0,3,3,1,0
8319,0,0,7,3,2,7,2,5
8320,5,7,1,6,2,3,2,3
8321,1,4,6,2,3,2,0,6
8322,4,1,7,1,1,5,4,2
8323,5,2,1,7,7,6,5,5
8324,4,3,7,6,6,7,1,5
8325,1,3,5,4,2,7,1,5
8326,5,0,6,2,0,3,6,3
8327,2,4,4,5,0,4,6,1
8328,5,5,4,4,4,7,2,0
8329,2,4,3,6,0,3,5,1
8330,7,5,5,2,4,3,4,7
8331,3,5,0,0,5,6,2,4
8332,6,3,0,4,1,5,5,1
8333,2,1,6,5,5,3,0,7
8334,2,0,0,7,6,1,2,0
8335,6,4,0,6,7,0,7,6
8336,6,3,1,0,7,0,6,7
8337,4,1,4,7,1,1,6,7
8338,7,5,7,2,6,7,3,4
8339,7,5,5,2,7,0,7,5
8340,0,1,2,4,1,6,5,5
8341,5,3,1,0,4,1,5,3
8342,6,6,6,0,6,6,7,1
8343,4,2,0,2,5,2,3,1
8344,7,0,3,3,0,5,3,4
8345,2,1,6,3,5,0,0,2
8346,6,4,3,3,2,0,1,1
8347,4,2,2,2,1,6,1,4
8348,4,0,2,6,4,6,3,3
8349,4,5,7,4,4,3,4,1
8350,1,2,2,6,3,2,7,5
8351,0,6,7,3,0,6,2,3
8352,6,5,7,6,1,3,0,0
8353,0,7,6,5,5,1,0,2
8354,2,7,2,0,7,2,2,2
8355,2,5,4,4,6,7,7,2
8356,3,5,0,4,7,0,4,0
8357,7,3,7,5,4,5,5,0
8358,2,6,3,7,5,2,0,1
8359,0,6,1,4,1,7,7,5
8360,0,7,7,3,6,3,5,4
8361,6,1,5,7,3,4,3,5
8362,0,1,5,5,5,0,3,2
8363,7,0,5,7,6,3,5,4
8364,5,1,2,5,5,2,2,0
8365,4,2,1,4,4,2,1,6
8366,1,1,7,7,6,4,1,3
8367,7,3,4,1,4,3,7,7
8368,7,2,2,5,4,4,4,0
8369,0,4,4,3,6,3,6,4
8370,1,2,3,6,2,0,3,1
8371,3,6,3,4,4,5,6,2
8372,4,2,3,1,5,1,3,4
8373,5,4,2,6,4,7,6,7
8374,0,5,0,4,0,6,2,7
8375,3,1,2,4,3,4,4,7
8376,4,6,0,7,0,6,7,1
8377,6,2,7,2,2,3,3,3
8378,2,5,4,5,3,1,2,7
8379,7,0,4,7,3,3,5,1
8380,6,6,3,3,6,7,5,2
8381,7,5,5,1,4,2,1,0
8382,1,1,5,7,3,0,0,4
8383,0,3,2,4,1,1,4,6
8384,7,2,0,1,6,2,3,2
8385,0,5,0,0,0,6,1,5
8386,3,6,0,5,7,1,3,2
8387,7,5,5,6,4,6,3,2
8388,2,2,0,7,4,0,0,6
8389,2,1,4,4,3,4,1,3
8390,1,7,6,7,1,1,5,0
8391,6,1,3,4,6,2,0,4
8392,3,1,4,5,6,1,5,0
8393,5,2,0,2,5,4,0,3
8394,7,6,4,7,4,3,6,5
8395,1,2,2,2,5,6,4,6
8396,4,3,6,0,6,1,7,3
8397,5,7,4,6,7,6,6,5
8398,0,5,3,4,5,7,5,0
8399,6,4,7,2,0,3,5,2
8400,1,4,7,5,1,7,0,0
8401,4,6,7,2,6,1,3,0
8402,2,2,4,4,3,7,5,2
8403,4,3,4,0,5,6,2,3
8404,4,0,3,5,3,2,5,0
8405,0,1,5,3,2,7,5,0
8406,3,6,2,7,3,2,0,5
8407,3,1,6,3,6,6,6,2
8408,6,0,5,4,0,5,1,1
8409,2,5,0,4,4,5,0,4
8410,5,1,3,1,6,6,0,4
8411,6,5,1,2,6,5,7,2
8412,1,5,6,6,1,5,6,6
8413,0,0,4,7,0,6,4,6
8414,2,7,5,0,0,4,1,3
8415,1,7,4,7,2,7,2,6
